TAS,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,ER30001,ER30002,ER33801,ER33802,ER33803,TA050001,TA050042,TA050043,TA050127,TA050371,TA050394,TA050595,TA050631,TA050678,TA050712,TA050715,TA050716,TA050769,TA050777,TA050785,TA050793,TA050798,TA050809,TA050817,TA050825,ER33901,ER33902,ER33903,TA070001,TA070042,TA070043,TA070127,TA070344,TA070368,TA070570,TA070602,TA070649,TA070683,TA070686,TA070687,TA070740,TA070748,TA070756,TA070764,TA070769,TA070777,TA070785,TA070793,ER34001,ER34002,ER34003,TA090001,TA090043,TA090044,TA090136,TA090361,TA090385,TA090612,TA090655,TA090705,TA090739,TA090742,TA090743,TA090799,TA090807,TA090815,TA090823,TA090828,TA090836,TA090844,TA090852,ER34101,ER34102,ER34103,TA110001,TA110044,TA110045,TA110137,TA110351,TA110462,TA110699,TA110743,TA110793,TA110829,TA110832,TA110833,TA110915,TA110923,TA110931,TA110939,TA110944,TA110952,TA110960,TA110968,ER34201,ER34202,ER34203,TA130001,TA130043,TA130044,TA130136,TA130350,TA130482,TA130719,TA130763,TA130813,TA130852,TA130855,TA130856,TA130861,TA130948,TA130956,TA130961,TA130964,TA130969,TA130972,TA130977,TA130982,TA130985,TA130990,TA130993,TA130998,TA131001,ER34301,ER34302,ER34303,TA150001,TA150043,TA150044,TA150128,TA150352,TA150491,TA150731,TA150776,TA150826,TA150869,TA150872,TA150873,TA150970,TA150978,TA150986,TA150994,TA150999,TA151007,TA151015,TA151023,ER34501,ER34502,ER34503,TA170001,TA170058,TA170059,TA170183,TA170389,TA170416,TA170790,TA170866,TA170909,TA170912,TA170913,TA171295,TA171827,TA171835,TA171840,TA171853,TA171861,TA171869,TA171877,TA171885
4,,,,1,1,1,1,517,32,7100,3,60,,,,,,,,,,,,,,,,,,,,,1738,3,60,,,,,,,,,,,,,,,,,,,,,3603,3,60,,,,,,,,,,,,,,,,,,,,,835,51,60,2,3,1,7,5,6,1,0,0,0,0,0,75,0,0,0,0,0,0,0,179,51,60,2,2,1,7,1,0,1,0,0,0,0,0,0,75,0,2,0,5,0,0,0,0,0,0,0,0,919,2,60,2,97,96,1,5,0,5,0,0,0,0,0,30,0,0,0,0,0,0,0,3226,1,10,2,2,2,1,5,0,3,0,0,0,0,5,40,0,0,0,0,0,0,0
4,,,,1,1,1,1,517,33,2682,3,30,,,,,,,,,,,,,,,,,,,,,6165,3,30,,,,,,,,,,,,,,,,,,,,,5210,3,30,,,,,,,,,,,,,,,,,,,,,2683,3,30,2,1,96,7,5,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4569,51,30,2,3,1,7,5,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6038,52,30,2,3,1,7,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3204,2,74,2,5,96,1,5,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0
3,,,,,1,1,1,517,34,2682,4,30,,,,,,,,,,,,,,,,,,,,,6165,4,30,,,,,,,,,,,,,,,,,,,,,5210,4,30,,,,,,,,,,,,,,,,,,,,,2683,4,30,,,,,,,,,,,,,,,,,,,,,4569,3,30,2,1,1,7,5,6,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6038,51,30,2,3,1,7,5,6,1,0,5,0,0,0,52,0,0,0,0,0,0,0,2862,51,30,2,2,1,7,5,0,1,0,0,0,0,5,30,0,0,0,0,0,0,0
1,,,,,,,1,517,35,2673,2,30,,,,,,,,,,,,,,,,,,,,,4374,2,30,,,,,,,,,,,,,,,,,,,,,5758,2,30,,,,,,,,,,,,,,,,,,,,,1394,2,30,,,,,,,,,,,,,,,,,,,,,886,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,687,2,30,,,,,,,,,,,,,,,,,,,,,2705,2,30,2,1,1,1,5,0,1,0,5,5,5,1,0,0,0,0,0,0,0,0
1,,,,,,,1,517,36,2673,3,30,,,,,,,,,,,,,,,,,,,,,4374,3,30,,,,,,,,,,,,,,,,,,,,,5758,3,30,,,,,,,,,,,,,,,,,,,,,1394,3,30,,,,,,,,,,,,,,,,,,,,,886,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,687,3,30,,,,,,,,,,,,,,,,,,,,,2705,3,30,2,1,96,1,1,5,1,0,5,5,5,1,3,0,0,0,0,0,0,0
3,,,,,1,1,1,534,32,2815,3,30,,,,,,,,,,,,,,,,,,,,,5076,3,30,,,,,,,,,,,,,,,,,,,,,6697,3,30,,,,,,,,,,,,,,,,,,,,,7056,3,30,,,,,,,,,,,,,,,,,,,,,7715,3,30,2,1,96,7,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5593,3,30,2,1,96,7,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,696,3,30,2,1,1,7,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,534,33,2815,4,30,,,,,,,,,,,,,,,,,,,,,5076,4,30,,,,,,,,,,,,,,,,,,,,,6697,4,30,,,,,,,,,,,,,,,,,,,,,7056,4,30,,,,,,,,,,,,,,,,,,,,,7715,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5593,4,30,,,,,,,,,,,,,,,,,,,,,696,4,30,2,1,3,7,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4,,,,1,1,1,1,544,32,1256,2,30,,,,,,,,,,,,,,,,,,,,,204,2,30,,,,,,,,,,,,,,,,,,,,,1056,2,30,,,,,,,,,,,,,,,,,,,,,1649,2,30,2,1,2,7,5,6,1,0,0,0,0,0,150,0,0,0,0,0,0,0,7394,51,30,2,2,96,1,5,0,1,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,2345,1,10,2,2,1,1,5,0,5,5,0,0,0,0,30,0,0,0,0,0,0,0,337,1,10,2,2,96,1,1,5,3,0,0,0,0,5,5,0,0,0,0,0,0,0
3,,1,1,1,,,,548,35,7746,1,10,,,,,,,,,,,,,,,,,,,,,5011,1,10,4,1,2,1,5,99,0,5,7,0,0,0,998,0,0,0,0,0,0,0,221,1,10,3,2,96,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299,1,10,2,2,2,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6125,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,1,10,,,,,,,,,,,,,,,,,,,,,3777,1,10,,,,,,,,,,,,,,,,,,,,
5,1,1,1,1,1,,,548,36,2201,51,30,5,2,96,7,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2168,51,30,4,3,1,1,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,964,51,30,3,2,96,1,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,8293,1,10,2,2,96,1,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,7523,1,10,2,2,2,1,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2923,1,10,,,,,,,,,,,,,,,,,,,,,5503,1,10,,,,,,,,,,,,,,,,,,,,
2,,,,,,1,1,548,39,1739,3,30,,,,,,,,,,,,,,,,,,,,,2370,3,30,,,,,,,,,,,,,,,,,,,,,1015,3,30,,,,,,,,,,,,,,,,,,,,,6947,3,30,,,,,,,,,,,,,,,,,,,,,5644,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5639,3,30,2,1,96,7,5,6,1,0,0,0,0,0,3,0,0,0,0,0,0,0,7082,51,30,2,2,1,1,5,0,1,0,0,0,0,1,60,0,0,0,0,0,0,0
2,,,,,,1,1,548,40,1739,4,30,,,,,,,,,,,,,,,,,,,,,2370,4,30,,,,,,,,,,,,,,,,,,,,,1015,4,30,,,,,,,,,,,,,,,,,,,,,6947,4,30,,,,,,,,,,,,,,,,,,,,,5644,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5639,4,30,2,1,96,1,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7082,3,30,2,1,96,1,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,548,41,1739,5,30,,,,,,,,,,,,,,,,,,,,,2370,5,30,,,,,,,,,,,,,,,,,,,,,1015,5,30,,,,,,,,,,,,,,,,,,,,,6947,5,30,,,,,,,,,,,,,,,,,,,,,5644,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5639,5,30,,,,,,,,,,,,,,,,,,,,,7082,4,30,2,1,1,7,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,548,42,1739,6,30,,,,,,,,,,,,,,,,,,,,,2370,6,30,,,,,,,,,,,,,,,,,,,,,1015,6,30,,,,,,,,,,,,,,,,,,,,,6947,6,30,,,,,,,,,,,,,,,,,,,,,5644,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5639,6,30,,,,,,,,,,,,,,,,,,,,,7082,5,30,2,1,96,1,5,0,5,0,0,0,0,5,1,0,0,0,0,0,0,0
1,,,,,,,1,556,37,6697,3,30,,,,,,,,,,,,,,,,,,,,,3461,3,30,,,,,,,,,,,,,,,,,,,,,488,3,30,,,,,,,,,,,,,,,,,,,,,8113,2,30,,,,,,,,,,,,,,,,,,,,,500,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,7540,71,30,,,,,,,,,,,,,,,,,,,,,6751,1,10,2,6,96,1,5,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0
1,,,,,,,1,556,43,6697,4,30,,,,,,,,,,,,,,,,,,,,,3461,4,30,,,,,,,,,,,,,,,,,,,,,488,4,30,,,,,,,,,,,,,,,,,,,,,8113,3,30,,,,,,,,,,,,,,,,,,,,,500,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,7540,2,30,,,,,,,,,,,,,,,,,,,,,7096,2,22,2,2,96,6,1,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1,,,,,,,1,557,34,4108,3,30,,,,,,,,,,,,,,,,,,,,,3554,3,30,,,,,,,,,,,,,,,,,,,,,1312,3,30,,,,,,,,,,,,,,,,,,,,,2301,3,30,,,,,,,,,,,,,,,,,,,,,2545,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2920,3,30,,,,,,,,,,,,,,,,,,,,,3604,1,10,2,2,96,1,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
5,,,1,1,1,1,1,557,176,3800,3,30,,,,,,,,,,,,,,,,,,,,,7071,3,30,,,,,,,,,,,,,,,,,,,,,4869,3,30,3,1,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6926,3,30,2,1,1,1,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2437,3,30,2,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428,3,30,2,1,96,1,5,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,3103,3,30,2,1,96,1,5,0,3,0,0,0,0,5,300,0,0,0,0,0,0,0
4,,,,1,1,1,1,557,177,3800,4,30,,,,,,,,,,,,,,,,,,,,,7071,4,30,,,,,,,,,,,,,,,,,,,,,4869,4,30,,,,,,,,,,,,,,,,,,,,,6926,4,30,2,1,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2437,4,30,2,1,1,1,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428,4,30,2,1,96,3,1,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3161,2,20,2,2,96,1,5,0,3,0,0,0,0,5,2,0,0,0,0,0,0,0
3,,,1,,,1,1,563,43,3134,3,30,,,,,,,,,,,,,,,,,,,,,3463,3,30,,,,,,,,,,,,,,,,,,,,,1836,3,30,3,1,96,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,3,30,,,,,,,,,,,,,,,,,,,,,8514,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,8293,1,10,2,6,96,1,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,6307,1,10,2,6,6,1,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0
3,,,1,,1,1,,563,44,5032,3,33,,,,,,,,,,,,,,,,,,,,,2504,3,33,,,,,,,,,,,,,,,,,,,,,1741,3,60,3,7,96,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3089,3,60,,,,,,,,,,,,,,,,,,,,,2559,3,60,2,6,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,285,2,60,2,97,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4176,71,60,,,,,,,,,,,,,,,,,,,,
1,,,,,,1,,563,46,5032,4,30,,,,,,,,,,,,,,,,,,,,,2504,4,30,,,,,,,,,,,,,,,,,,,,,2476,2,30,,,,,,,,,,,,,,,,,,,,,2306,2,30,,,,,,,,,,,,,,,,,,,,,859,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,285,3,60,2,97,96,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4176,72,60,,,,,,,,,,,,,,,,,,,,
1,,,,,,1,,563,47,3093,3,33,,,,,,,,,,,,,,,,,,,,,3476,3,33,,,,,,,,,,,,,,,,,,,,,2897,3,33,,,,,,,,,,,,,,,,,,,,,4212,3,33,,,,,,,,,,,,,,,,,,,,,157,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,8589,3,33,2,1,96,1,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4840,3,33,,,,,,,,,,,,,,,,,,,,
4,,,1,1,,1,1,565,32,3619,3,30,,,,,,,,,,,,,,,,,,,,,3348,3,30,,,,,,,,,,,,,,,,,,,,,2894,3,30,3,1,96,1,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8218,51,30,2,3,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7350,71,30,,,,,,,,,,,,,,,,,,,,,,,,,,,444,1,10,2,2,6,3,1,99,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5056,1,10,2,6,96,1,1,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
2,,,,,1,1,,565,34,3619,4,30,,,,,,,,,,,,,,,,,,,,,3348,4,30,,,,,,,,,,,,,,,,,,,,,2894,4,30,,,,,,,,,,,,,,,,,,,,,8218,3,30,,,,,,,,,,,,,,,,,,,,,7350,3,30,2,3,96,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6692,51,30,2,3,1,7,5,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9503,71,30,,,,,,,,,,,,,,,,,,,,
4,1,1,1,1,,,,569,31,6668,2,30,5,1,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,618,2,30,4,1,2,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2576,1,10,3,2,2,1,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6398,1,10,2,97,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,529,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,241,1,10,,,,,,,,,,,,,,,,,,,,,2720,1,10,,,,,,,,,,,,,,,,,,,,
4,,1,1,1,,1,,569,32,6668,3,30,,,,,,,,,,,,,,,,,,,,,618,3,30,4,1,1,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8534,2,30,3,1,96,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6788,2,30,2,1,96,1,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7658,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,2873,5,40,2,1,96,1,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3662,2,30,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,569,33,6668,4,30,,,,,,,,,,,,,,,,,,,,,618,4,30,,,,,,,,,,,,,,,,,,,,,8534,3,30,,,,,,,,,,,,,,,,,,,,,6788,3,30,,,,,,,,,,,,,,,,,,,,,130,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,8304,1,10,,,,,,,,,,,,,,,,,,,,,3664,1,10,2,2,96,3,1,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
4,1,1,1,1,,,,570,35,3424,4,30,5,1,1,1,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7512,4,30,4,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7421,3,30,3,1,96,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7685,3,30,2,1,96,1,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3312,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,7654,3,30,,,,,,,,,,,,,,,,,,,,,3500,3,30,,,,,,,,,,,,,,,,,,,,
4,,,,1,1,1,1,570,36,3424,5,30,,,,,,,,,,,,,,,,,,,,,7512,5,30,,,,,,,,,,,,,,,,,,,,,7421,4,30,,,,,,,,,,,,,,,,,,,,,7685,4,30,2,1,96,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3312,4,30,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7654,4,30,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,4,30,2,1,96,1,5,0,5,0,0,0,0,5,998,0,0,0,0,0,0,0
5,1,1,1,1,1,,,573,33,4666,3,30,5,1,1,3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7070,3,30,4,2,1,7,5,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,7761,51,30,3,2,2,3,1,0,5,0,0,0,0,0,26,0,0,0,0,0,0,0,2024,2,22,2,2,96,1,5,0,5,0,0,0,0,0,52,0,0,0,0,0,0,0,8190,1,10,2,2,96,1,5,0,5,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7372,2,22,,,,,,,,,,,,,,,,,,,,,1783,1,10,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,573,34,6925,6,30,,,,,,,,,,,,,,,,,,,,,6119,5,30,,,,,,,,,,,,,,,,,,,,,7523,4,30,,,,,,,,,,,,,,,,,,,,,6281,4,30,,,,,,,,,,,,,,,,,,,,,7486,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5666,4,30,,,,,,,,,,,,,,,,,,,,,2144,4,30,2,1,1,6,5,0,3,1,5,5,5,5,0,0,0,0,0,0,0,0
5,,,1,1,1,1,1,573,35,4666,4,30,,,,,,,,,,,,,,,,,,,,,7070,4,30,,,,,,,,,,,,,,,,,,,,,7761,3,30,3,1,1,1,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,345,51,30,2,2,2,7,5,0,1,0,3,0,0,0,10,0,0,0,0,0,0,0,8045,51,30,2,2,2,1,9,0,1,0,5,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,6467,1,10,2,2,96,7,5,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1524,1,10,2,97,96,1,5,0,1,0,5,5,5,1,6,0,0,0,0,0,0,0
1,,,,,,,1,573,36,4666,5,30,,,,,,,,,,,,,,,,,,,,,7070,5,30,,,,,,,,,,,,,,,,,,,,,7761,4,30,,,,,,,,,,,,,,,,,,,,,345,3,30,,,,,,,,,,,,,,,,,,,,,8045,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,3222,3,30,,,,,,,,,,,,,,,,,,,,,2303,3,30,2,1,96,7,5,0,1,5,5,5,5,1,20,0,0,0,0,0,0,0
5,,,1,1,1,1,1,577,32,4093,3,30,,,,,,,,,,,,,,,,,,,,,4670,3,30,,,,,,,,,,,,,,,,,,,,,8431,3,30,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5438,2,22,2,2,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,1,10,2,2,96,6,1,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,209,2,22,2,99,99,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,1,10,2,1,96,1,1,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0
4,,1,1,1,1,,,581,172,2788,2,30,,,,,,,,,,,,,,,,,,,,,580,2,30,4,2,97,1,5,0,0,5,0,0,0,0,30,0,0,0,0,0,0,0,563,2,30,3,1,96,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,117,2,30,2,1,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,30,2,2,96,1,5,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6877,1,10,,,,,,,,,,,,,,,,,,,,,2080,1,10,,,,,,,,,,,,,,,,,,,,
5,,,1,1,1,1,1,581,173,4461,2,30,,,,,,,,,,,,,,,,,,,,,580,3,30,,,,,,,,,,,,,,,,,,,,,4885,2,20,3,7,1,1,5,0,0,5,0,0,0,0,200,0,0,0,0,0,0,0,694,2,22,2,2,2,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4911,2,22,2,9,96,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177,2,22,2,2,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,2,22,2,2,2,1,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
5,1,1,1,1,1,,,582,32,3197,51,30,5,3,2,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1499,52,30,4,2,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5413,1,10,3,2,96,1,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,8193,1,10,2,2,96,1,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,6773,1,10,2,2,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4376,1,10,,,,,,,,,,,,,,,,,,,,,3285,1,10,,,,,,,,,,,,,,,,,,,,
5,,1,1,1,1,1,,582,33,3197,3,30,,,,,,,,,,,,,,,,,,,,,1499,51,30,4,3,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2465,51,30,3,3,1,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2427,1,10,2,2,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4833,2,22,2,2,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3769,1,10,2,2,96,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2624,2,20,,,,,,,,,,,,,,,,,,,,
4,,,,1,1,1,1,582,34,2879,3,30,,,,,,,,,,,,,,,,,,,,,1776,3,30,,,,,,,,,,,,,,,,,,,,,2172,3,30,,,,,,,,,,,,,,,,,,,,,2500,51,30,2,8,96,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6191,51,30,2,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4922,1,10,2,2,96,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2632,1,10,2,8,96,1,5,0,3,0,0,0,0,5,2,0,0,0,0,0,0,0
4,,,,1,1,1,1,593,30,2811,3,30,,,,,,,,,,,,,,,,,,,,,5177,3,30,,,,,,,,,,,,,,,,,,,,,6718,3,30,,,,,,,,,,,,,,,,,,,,,1255,51,30,2,3,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6976,51,30,2,3,3,1,5,0,1,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,5210,3,30,2,3,9,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,30,2,1,96,1,5,0,1,0,5,5,5,5,6,0,0,0,0,0,0,0
1,,,,,1,,,593,31,3018,3,30,,,,,,,,,,,,,,,,,,,,,5913,3,30,,,,,,,,,,,,,,,,,,,,,6913,3,30,,,,,,,,,,,,,,,,,,,,,429,51,30,,,,,,,,,,,,,,,,,,,,,4878,51,30,2,3,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4895,51,30,,,,,,,,,,,,,,,,,,,,,643,3,30,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,593,32,2811,4,30,,,,,,,,,,,,,,,,,,,,,5177,4,30,,,,,,,,,,,,,,,,,,,,,6718,4,30,,,,,,,,,,,,,,,,,,,,,1255,3,30,,,,,,,,,,,,,,,,,,,,,6976,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5210,51,30,,,,,,,,,,,,,,,,,,,,,23,51,30,2,3,1,1,1,5,3,5,0,0,0,5,12,0,0,0,0,0,0,0
2,,,,,,1,1,593,33,2811,5,30,,,,,,,,,,,,,,,,,,,,,5177,5,30,,,,,,,,,,,,,,,,,,,,,6718,5,30,,,,,,,,,,,,,,,,,,,,,1255,4,30,,,,,,,,,,,,,,,,,,,,,6976,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5210,52,30,2,3,2,7,5,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,23,52,30,2,2,5,1,5,0,5,0,0,0,0,5,1,0,0,0,0,0,0,0
1,,,,,,,1,593,34,3018,4,30,,,,,,,,,,,,,,,,,,,,,5913,4,30,,,,,,,,,,,,,,,,,,,,,6913,4,30,,,,,,,,,,,,,,,,,,,,,429,3,30,,,,,,,,,,,,,,,,,,,,,4878,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,4895,3,30,,,,,,,,,,,,,,,,,,,,,643,51,30,2,3,5,7,5,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0
3,,1,1,,1,,,597,35,3036,3,30,,,,,,,,,,,,,,,,,,,,,6411,3,30,4,1,96,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7157,1,10,3,2,96,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8941,2,20,,,,,,,,,,,,,,,,,,,,,7960,2,20,2,6,96,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8871,1,10,,,,,,,,,,,,,,,,,,,,,6302,1,10,,,,,,,,,,,,,,,,,,,,
4,,,,1,1,1,1,597,36,3036,4,30,,,,,,,,,,,,,,,,,,,,,6411,4,30,,,,,,,,,,,,,,,,,,,,,6715,3,30,,,,,,,,,,,,,,,,,,,,,8248,3,30,2,1,96,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,808,3,30,2,1,1,3,5,10,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,0,0,689,3,30,2,1,96,1,5,0,0,0,5,1,0,0,3,0,0,0,0,0,0,0,5016,3,30,2,1,96,1,5,0,5,7,5,5,5,5,0,0,0,0,0,0,0,0
1,,,,,,,1,597,37,6777,4,30,,,,,,,,,,,,,,,,,,,,,5990,4,30,,,,,,,,,,,,,,,,,,,,,6440,4,30,,,,,,,,,,,,,,,,,,,,,4176,3,30,,,,,,,,,,,,,,,,,,,,,6556,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,4,60,,,,,,,,,,,,,,,,,,,,,6331,3,60,2,10,2,3,1,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0
