TAS,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,ER30001,ER30002,ER33801,ER33802,ER33803,TA050001,TA050042,TA050043,TA050127,TA050371,TA050394,TA050595,TA050631,TA050678,TA050712,TA050715,TA050716,TA050769,TA050777,TA050785,TA050793,TA050798,TA050809,TA050817,TA050825,ER33901,ER33902,ER33903,TA070001,TA070042,TA070043,TA070127,TA070344,TA070368,TA070570,TA070602,TA070649,TA070683,TA070686,TA070687,TA070740,TA070748,TA070756,TA070764,TA070769,TA070777,TA070785,TA070793,ER34001,ER34002,ER34003,TA090001,TA090043,TA090044,TA090136,TA090361,TA090385,TA090612,TA090655,TA090705,TA090739,TA090742,TA090743,TA090799,TA090807,TA090815,TA090823,TA090828,TA090836,TA090844,TA090852,ER34101,ER34102,ER34103,TA110001,TA110044,TA110045,TA110137,TA110351,TA110462,TA110699,TA110743,TA110793,TA110829,TA110832,TA110833,TA110915,TA110923,TA110931,TA110939,TA110944,TA110952,TA110960,TA110968,ER34201,ER34202,ER34203,TA130001,TA130043,TA130044,TA130136,TA130350,TA130482,TA130719,TA130763,TA130813,TA130852,TA130855,TA130856,TA130861,TA130948,TA130956,TA130961,TA130964,TA130969,TA130972,TA130977,TA130982,TA130985,TA130990,TA130993,TA130998,TA131001,ER34301,ER34302,ER34303,TA150001,TA150043,TA150044,TA150128,TA150352,TA150491,TA150731,TA150776,TA150826,TA150869,TA150872,TA150873,TA150970,TA150978,TA150986,TA150994,TA150999,TA151007,TA151015,TA151023,ER34501,ER34502,ER34503,TA170001,TA170058,TA170059,TA170183,TA170389,TA170416,TA170790,TA170866,TA170909,TA170912,TA170913,TA171295,TA171827,TA171835,TA171840,TA171853,TA171861,TA171869,TA171877,TA171885
3,,,,,1,1,1,3353,3,7496,3,33,,,,,,,,,,,,,,,,,,,,,3979,3,33,,,,,,,,,,,,,,,,,,,,,7516,3,33,,,,,,,,,,,,,,,,,,,,,3863,3,33,,,,,,,,,,,,,,,,,,,,,5810,3,33,2,3,2,7,5,6,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6397,51,33,2,2,96,7,5,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3289,52,33,2,5,1,1,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0
2,,,,,,1,1,3353,4,7496,4,30,,,,,,,,,,,,,,,,,,,,,3979,4,30,,,,,,,,,,,,,,,,,,,,,7516,4,30,,,,,,,,,,,,,,,,,,,,,3863,4,30,,,,,,,,,,,,,,,,,,,,,5810,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,6397,3,30,2,1,97,1,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3289,51,30,2,2,2,1,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
4,,,,1,1,1,1,3355,5,0,0,0,,,,,,,,,,,,,,,,,,,,,5695,6,60,,,,,,,,,,,,,,,,,,,,,6269,3,60,,,,,,,,,,,,,,,,,,,,,746,3,60,2,1,96,1,5,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,7124,2,22,2,2,2,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2992,1,10,2,2,96,1,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6431,1,10,2,2,96,1,5,0,3,0,0,0,0,5,998,0,0,0,0,0,0,0
3,,,,,1,1,1,3355,6,0,0,0,,,,,,,,,,,,,,,,,,,,,5695,7,60,,,,,,,,,,,,,,,,,,,,,6269,4,60,,,,,,,,,,,,,,,,,,,,,746,4,60,,,,,,,,,,,,,,,,,,,,,7436,1,10,2,3,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350,1,10,2,2,96,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7530,1,10,2,2,96,1,1,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0
2,,,,,1,1,,3356,6,3481,4,60,,,,,,,,,,,,,,,,,,,,,3588,4,60,,,,,,,,,,,,,,,,,,,,,8627,4,60,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,5914,4,60,2,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7464,4,60,2,1,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9039,71,60,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,3356,30,4853,3,30,,,,,,,,,,,,,,,,,,,,,5692,3,30,,,,,,,,,,,,,,,,,,,,,5895,3,30,,,,,,,,,,,,,,,,,,,,,6605,3,30,,,,,,,,,,,,,,,,,,,,,2455,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,6769,3,30,,,,,,,,,,,,,,,,,,,,,8974,3,30,2,1,1,1,5,0,1,0,5,5,5,1,1,0,0,0,0,0,0,0
3,,,,,1,1,1,3360,2,3081,3,30,,,,,,,,,,,,,,,,,,,,,4424,3,30,,,,,,,,,,,,,,,,,,,,,4921,3,30,,,,,,,,,,,,,,,,,,,,,4755,3,30,,,,,,,,,,,,,,,,,,,,,5824,3,30,2,1,1,3,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6119,1,10,2,5,96,1,5,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,1855,1,10,2,9,9,1,1,1,5,0,5,5,5,1,300,0,2,0,0,0,0,0
3,,,,,1,1,1,3360,3,3081,4,30,,,,,,,,,,,,,,,,,,,,,4424,4,30,,,,,,,,,,,,,,,,,,,,,4921,4,30,,,,,,,,,,,,,,,,,,,,,4755,4,30,,,,,,,,,,,,,,,,,,,,,5824,4,30,2,1,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6661,1,10,2,1,2,1,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,1900,1,10,2,1,96,1,1,5,1,0,0,0,0,5,3,0,0,0,0,0,0,0
1,,,,,,,1,3360,6,3646,3,30,,,,,,,,,,,,,,,,,,,,,5599,3,30,,,,,,,,,,,,,,,,,,,,,6438,3,30,,,,,,,,,,,,,,,,,,,,,5115,3,30,,,,,,,,,,,,,,,,,,,,,5552,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,6258,3,30,,,,,,,,,,,,,,,,,,,,,2311,2,30,2,1,1,3,1,1,5,0,0,0,0,5,84,0,1,0,0,0,0,0
5,1,1,1,1,1,,,3365,4,5020,4,30,5,3,1,7,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,3576,3,30,4,1,1,1,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,6711,1,10,3,2,2,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,584,1,10,2,2,96,1,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3981,1,10,2,2,96,3,1,99,5,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,6018,1,10,,,,,,,,,,,,,,,,,,,,,8703,2,22,,,,,,,,,,,,,,,,,,,,
5,,,1,1,1,1,1,3365,5,5020,5,30,,,,,,,,,,,,,,,,,,,,,3576,4,30,,,,,,,,,,,,,,,,,,,,,4470,3,30,3,2,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2212,3,30,2,1,96,7,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5317,3,30,2,1,2,7,5,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5343,3,30,2,9,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9456,2,22,2,2,2,1,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0
5,,,1,1,1,1,1,3367,3,4568,3,30,,,,,,,,,,,,,,,,,,,,,3940,3,30,,,,,,,,,,,,,,,,,,,,,5984,3,30,3,1,1,7,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4765,3,30,2,1,1,3,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6092,3,30,2,1,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4960,3,30,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7670,1,10,2,2,2,1,1,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0
2,,,,,1,1,,3367,4,4568,4,30,,,,,,,,,,,,,,,,,,,,,3940,4,30,,,,,,,,,,,,,,,,,,,,,5984,4,30,,,,,,,,,,,,,,,,,,,,,4765,4,30,,,,,,,,,,,,,,,,,,,,,6092,4,30,2,1,1,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6067,1,10,2,2,2,3,1,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,3367,30,4568,5,30,,,,,,,,,,,,,,,,,,,,,3940,5,30,,,,,,,,,,,,,,,,,,,,,5984,5,30,,,,,,,,,,,,,,,,,,,,,4765,5,30,,,,,,,,,,,,,,,,,,,,,6092,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,4960,4,30,,,,,,,,,,,,,,,,,,,,,7546,3,30,2,1,1,7,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,3367,31,4568,6,30,,,,,,,,,,,,,,,,,,,,,3940,6,30,,,,,,,,,,,,,,,,,,,,,5984,6,30,,,,,,,,,,,,,,,,,,,,,4765,6,30,,,,,,,,,,,,,,,,,,,,,6092,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,4960,5,30,,,,,,,,,,,,,,,,,,,,,7546,4,30,2,1,1,1,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
4,,,,1,1,1,1,3368,7,5447,3,30,,,,,,,,,,,,,,,,,,,,,4103,3,30,,,,,,,,,,,,,,,,,,,,,7060,3,30,,,,,,,,,,,,,,,,,,,,,3312,2,22,2,97,96,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,2,22,2,2,96,3,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6898,2,22,2,1,2,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5681,2,22,2,2,2,1,5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
2,,,,,,1,1,3368,8,5447,4,30,,,,,,,,,,,,,,,,,,,,,4103,4,30,,,,,,,,,,,,,,,,,,,,,7060,4,30,,,,,,,,,,,,,,,,,,,,,2552,3,30,,,,,,,,,,,,,,,,,,,,,5246,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,6896,3,30,2,1,96,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8063,2,22,2,2,96,7,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,3368,171,5147,3,30,,,,,,,,,,,,,,,,,,,,,8160,3,30,,,,,,,,,,,,,,,,,,,,,3160,3,30,,,,,,,,,,,,,,,,,,,,,5561,3,30,,,,,,,,,,,,,,,,,,,,,6778,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,7497,3,30,,,,,,,,,,,,,,,,,,,,,8825,51,30,2,8,8,1,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,3368,172,5147,4,30,,,,,,,,,,,,,,,,,,,,,8160,4,30,,,,,,,,,,,,,,,,,,,,,3160,4,30,,,,,,,,,,,,,,,,,,,,,5561,4,30,,,,,,,,,,,,,,,,,,,,,6778,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,7497,4,30,,,,,,,,,,,,,,,,,,,,,8825,3,30,2,1,1,1,5,0,5,0,0,0,0,5,998,0,0,0,0,0,0,0
4,1,1,1,1,,,,3369,4,2782,51,30,5,3,96,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3636,51,30,4,2,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6806,1,10,3,2,96,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4204,1,10,2,2,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2933,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,751,1,10,,,,,,,,,,,,,,,,,,,,,6749,1,10,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,3369,6,2782,5,30,,,,,,,,,,,,,,,,,,,,,3636,5,30,,,,,,,,,,,,,,,,,,,,,5619,4,30,,,,,,,,,,,,,,,,,,,,,6503,4,30,,,,,,,,,,,,,,,,,,,,,6100,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5119,4,30,,,,,,,,,,,,,,,,,,,,,6749,2,40,2,2,96,1,5,0,1,0,0,0,0,1,5,5,0,0,0,0,0,0
2,,,,,,1,1,3369,7,2782,6,30,,,,,,,,,,,,,,,,,,,,,3636,6,30,,,,,,,,,,,,,,,,,,,,,5619,5,30,,,,,,,,,,,,,,,,,,,,,6503,5,30,,,,,,,,,,,,,,,,,,,,,6100,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5119,5,30,2,1,96,3,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8009,51,30,2,3,96,1,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1,1,,,,,,,3372,7,7828,5,30,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8175,5,30,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
4,,,,1,1,1,1,3373,3,3161,3,33,,,,,,,,,,,,,,,,,,,,,4972,3,33,,,,,,,,,,,,,,,,,,,,,6785,3,33,,,,,,,,,,,,,,,,,,,,,6253,3,33,2,1,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7197,3,33,2,1,1,1,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6052,3,33,2,1,96,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2254,3,33,2,1,96,1,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
3,,,,,1,1,1,3373,4,3161,4,30,,,,,,,,,,,,,,,,,,,,,4972,4,30,,,,,,,,,,,,,,,,,,,,,6785,4,30,,,,,,,,,,,,,,,,,,,,,6253,4,30,,,,,,,,,,,,,,,,,,,,,7197,4,30,2,1,1,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6052,4,30,2,1,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2254,4,30,2,1,96,1,5,0,3,0,0,0,0,5,2,0,0,0,0,0,0,0
1,,,,,,,1,3373,30,3161,5,30,,,,,,,,,,,,,,,,,,,,,4972,5,30,,,,,,,,,,,,,,,,,,,,,6785,5,30,,,,,,,,,,,,,,,,,,,,,6253,5,30,,,,,,,,,,,,,,,,,,,,,7197,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,6052,5,30,,,,,,,,,,,,,,,,,,,,,2254,5,30,2,1,1,7,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0
1,,,,,,,1,3374,30,6887,5,30,,,,,,,,,,,,,,,,,,,,,4775,4,30,,,,,,,,,,,,,,,,,,,,,5669,4,30,,,,,,,,,,,,,,,,,,,,,6794,4,30,,,,,,,,,,,,,,,,,,,,,6583,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,6034,4,30,,,,,,,,,,,,,,,,,,,,,3551,4,30,2,1,1,7,5,0,1,0,0,0,0,5,4,0,0,0,0,0,0,0
1,,,1,,,,,3375,5,3287,71,97,,,,,,,,,,,,,,,,,,,,,7014,3,35,,,,,,,,,,,,,,,,,,,,,209,3,35,3,1,96,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,173,3,35,,,,,,,,,,,,,,,,,,,,,7496,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,9229,3,35,,,,,,,,,,,,,,,,,,,,
4,,,,1,1,1,1,3375,6,3287,5,97,,,,,,,,,,,,,,,,,,,,,3966,5,97,,,,,,,,,,,,,,,,,,,,,4636,4,97,,,,,,,,,,,,,,,,,,,,,2077,4,97,2,97,97,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6380,4,97,2,1,1,1,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5203,4,97,2,1,96,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7379,4,60,2,1,1,1,5,0,5,5,5,5,5,1,0,0,0,0,0,0,0,0
5,,1,1,1,1,1,,3376,6,3131,3,30,,,,,,,,,,,,,,,,,,,,,4128,3,30,4,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5033,3,30,3,2,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7015,1,10,2,97,6,1,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,7230,1,10,2,5,96,1,5,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8530,1,10,2,2,2,1,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,9166,1,10,,,,,,,,,,,,,,,,,,,,
5,,,1,1,1,1,1,3376,7,3131,4,30,,,,,,,,,,,,,,,,,,,,,4128,4,30,,,,,,,,,,,,,,,,,,,,,7801,2,40,3,5,96,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7164,2,40,2,1,96,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7298,2,40,2,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7181,1,10,2,1,9,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,6381,1,10,2,9,9,1,1,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,3377,5,4569,3,30,,,,,,,,,,,,,,,,,,,,,6531,3,30,,,,,,,,,,,,,,,,,,,,,4537,3,30,,,,,,,,,,,,,,,,,,,,,6527,3,30,,,,,,,,,,,,,,,,,,,,,7614,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,6234,3,30,,,,,,,,,,,,,,,,,,,,,7902,3,30,2,5,96,1,5,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0
1,,,,,,,1,3377,6,4569,4,60,,,,,,,,,,,,,,,,,,,,,6531,4,60,,,,,,,,,,,,,,,,,,,,,4537,4,60,,,,,,,,,,,,,,,,,,,,,6527,4,60,,,,,,,,,,,,,,,,,,,,,7807,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2813,2,22,,,,,,,,,,,,,,,,,,,,,7279,2,22,2,2,96,6,1,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,3377,31,4388,3,30,,,,,,,,,,,,,,,,,,,,,7381,3,30,,,,,,,,,,,,,,,,,,,,,5563,3,30,,,,,,,,,,,,,,,,,,,,,8049,3,30,,,,,,,,,,,,,,,,,,,,,7769,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5601,3,30,,,,,,,,,,,,,,,,,,,,,7763,3,30,2,1,96,1,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,1,,3378,4,3787,4,30,,,,,,,,,,,,,,,,,,,,,3888,3,30,,,,,,,,,,,,,,,,,,,,,6310,3,30,,,,,,,,,,,,,,,,,,,,,6449,3,30,,,,,,,,,,,,,,,,,,,,,6181,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5748,51,30,2,8,96,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2472,51,30,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,3379,31,4152,2,30,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,8151,2,30,,,,,,,,,,,,,,,,,,,,,7515,3,30,,,,,,,,,,,,,,,,,,,,,6733,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,6222,3,30,,,,,,,,,,,,,,,,,,,,,7699,3,30,2,1,1,1,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
4,1,1,1,1,,,,3380,4,7865,3,30,5,1,1,3,5,97,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7111,3,30,4,1,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,7197,3,30,3,1,96,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5902,3,30,2,1,1,3,5,8,5,0,0,0,0,0,1,0,0,0,0,0,0,0,6622,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,6687,1,10,,,,,,,,,,,,,,,,,,,,,6231,2,22,,,,,,,,,,,,,,,,,,,,
6,,1,1,1,1,1,1,3380,5,7865,4,30,,,,,,,,,,,,,,,,,,,,,7111,4,30,4,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7197,4,30,3,1,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5902,4,30,2,1,1,1,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,6622,4,30,2,1,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6443,3,30,2,1,96,1,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,9250,3,30,2,1,1,1,5,0,1,0,0,0,0,5,3,0,0,0,0,0,0,0
1,,,,,,,1,3381,30,3706,3,35,,,,,,,,,,,,,,,,,,,,,6512,3,35,,,,,,,,,,,,,,,,,,,,,7039,2,30,,,,,,,,,,,,,,,,,,,,,6319,2,30,,,,,,,,,,,,,,,,,,,,,6224,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,6316,2,30,,,,,,,,,,,,,,,,,,,,,3306,1,10,2,2,96,1,1,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
6,,1,1,1,1,1,1,3386,3,6458,3,30,,,,,,,,,,,,,,,,,,,,,8246,3,30,4,1,96,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5026,3,30,3,1,1,1,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,664,3,30,2,1,1,3,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,7525,3,30,2,2,1,7,5,6,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3826,3,30,2,1,96,1,5,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,424,3,30,2,1,96,1,5,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0
4,,,,1,1,1,1,3386,4,6458,4,30,,,,,,,,,,,,,,,,,,,,,8246,4,30,,,,,,,,,,,,,,,,,,,,,5026,4,30,,,,,,,,,,,,,,,,,,,,,664,4,30,2,1,1,7,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7525,4,30,2,1,1,7,5,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3826,4,30,2,1,96,1,5,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,424,4,30,2,1,96,1,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,1,,3387,3,7763,3,30,,,,,,,,,,,,,,,,,,,,,3967,3,30,,,,,,,,,,,,,,,,,,,,,1839,3,30,,,,,,,,,,,,,,,,,,,,,7906,3,30,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7677,51,30,2,3,1,7,5,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
4,,,1,1,1,1,,3390,3,4996,2,30,,,,,,,,,,,,,,,,,,,,,4560,2,30,,,,,,,,,,,,,,,,,,,,,2091,2,30,3,1,96,7,5,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7769,2,30,2,1,96,7,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8182,2,30,2,1,1,7,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4273,2,30,2,1,96,1,5,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,8783,2,20,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,3394,30,2871,3,30,,,,,,,,,,,,,,,,,,,,,2954,3,30,,,,,,,,,,,,,,,,,,,,,7117,3,30,,,,,,,,,,,,,,,,,,,,,5750,3,30,,,,,,,,,,,,,,,,,,,,,6293,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5580,2,30,,,,,,,,,,,,,,,,,,,,,7585,2,30,2,1,1,7,1,5,1,0,0,0,0,5,12,0,0,0,0,0,0,0
5,,1,1,1,1,1,,3396,4,7506,4,30,,,,,,,,,,,,,,,,,,,,,7686,4,30,4,1,97,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7962,1,10,3,2,96,3,1,0,5,0,0,0,0,0,998,0,0,0,0,0,0,0,8463,1,10,2,2,1,1,5,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,6145,1,10,2,1,96,1,5,0,5,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,6199,1,10,2,2,1,1,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7623,1,10,,,,,,,,,,,,,,,,,,,,
4,,,,1,1,1,1,3397,3,1070,3,30,,,,,,,,,,,,,,,,,,,,,6581,3,30,,,,,,,,,,,,,,,,,,,,,6249,3,30,,,,,,,,,,,,,,,,,,,,,2538,3,30,2,1,96,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,7783,3,30,2,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5631,3,30,2,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2374,3,30,2,1,96,1,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,3397,7,6439,3,33,,,,,,,,,,,,,,,,,,,,,6459,3,33,,,,,,,,,,,,,,,,,,,,,7474,3,33,,,,,,,,,,,,,,,,,,,,,3362,3,33,,,,,,,,,,,,,,,,,,,,,6716,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,6284,3,33,,,,,,,,,,,,,,,,,,,,,2233,3,33,2,1,96,1,1,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
4,,,,1,1,1,1,3404,3,2624,3,30,,,,,,,,,,,,,,,,,,,,,1405,3,30,,,,,,,,,,,,,,,,,,,,,7561,3,30,,,,,,,,,,,,,,,,,,,,,7012,2,20,2,6,96,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3212,2,20,2,6,6,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,2,20,2,6,96,6,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792,2,20,2,6,96,6,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
2,,,,,,1,1,3404,4,2624,4,30,,,,,,,,,,,,,,,,,,,,,1405,4,30,,,,,,,,,,,,,,,,,,,,,7561,4,30,,,,,,,,,,,,,,,,,,,,,6660,3,30,,,,,,,,,,,,,,,,,,,,,5549,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,3,30,2,1,96,7,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,3,30,2,1,96,3,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0
