"";"ID";"PSID_ID";"CAT_05";"CAT_07";"CAT_09";"CAT_11";"CAT_13";"CAT_15";"CAT_17";"TA050042";"TA050043";"TA050595";"TA050631";"TA050127";"TA050769";"TA050712";"TA050715";"TA050716";"TA050678";"TA050785";"TA050809";"TA050793";"TA050777";"TA050825";"TA050817";"TA050798";"TA050394";"TA050371";"TA050091";"TA070042";"TA070043";"TA070570";"TA070602";"TA070127";"TA070740";"TA070683";"TA070686";"TA070687";"TA070649";"TA070756";"TA070777";"TA070764";"TA070748";"TA070793";"TA070785";"TA070769";"TA070368";"TA070344";"TA070091";"TA090043";"TA090044";"TA090612";"TA090655";"TA090136";"TA090799";"TA090739";"TA090742";"TA090743";"TA090705";"TA090815";"TA090836";"TA090823";"TA090807";"TA090852";"TA090844";"TA090828";"TA090385";"TA090361";"TA090100";"TA110044";"TA110045";"TA110699";"TA110743";"TA110137";"TA110915";"TA110829";"TA110832";"TA110833";"TA110793";"TA110931";"TA110952";"TA110939";"TA110923";"TA110968";"TA110960";"TA110944";"TA110462";"TA110351";"TA110101";"TA130043";"TA130044";"TA130719";"TA130763";"TA130136";"TA130948";"TA130852";"TA130855";"TA130856";"TA130813";"TA130964";"TA130982";"TA130972";"TA130956";"TA131001";"TA130993";"TA130977";"TA130482";"TA130350";"TA130100";"TA150043";"TA150044";"TA150731";"TA150776";"TA150128";"TA150970";"TA150869";"TA150872";"TA150873";"TA150826";"TA150986";"TA151007";"TA150994";"TA150978";"TA151023";"TA151015";"TA150999";"TA150491";"TA150352";"TA150092";"TA170058";"TA170059";"TA170790";"TA170416";"TA170183";"TA171827";"TA170909";"TA170912";"TA170913";"TA170866";"TA171869";"TA171885";"TA171893";"TA171861";"TA171877";"TA171840";"TA170389";"TA170176"
"178";178;236033;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;5;3;20;0;0;0;0;0;0;0;0;0;0;1;0
"179";179;244031;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;96;3;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0
"180";180;245034;"IAC_05";"IAC_07";"IAC_09";"IAC_11";"IAC_13";"NA_15";"NA_17";1;96;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;96;1;0;7;998;0;0;0;5;0;0;0;0;0;0;1;0;5;0;1;96;5;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;96;5;0;1;5;0;0;0;5;0;0;0;0;0;0;0;0;1;0;2;2;5;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"181";181;245035;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;96;1;0;7;0;0;0;0;0;0;0;0;0;0;0;5;0
"182";182;246031;"IAC_05";"IAC_07";"IAC_09";"IAC_11";"NA_13";"NA_15";"NA_17";3;1;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;2;96;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;96;5;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"183";183;250031;"IAC_05";"IAC_07";"NA_09";"NA_11";"NA_13";"NA_15";"NA_17";1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"184";184;250032;"NA_05";"NA_07";"NA_09";"IAC_11";"NA_13";"IAC_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;96;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;6;5;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;5;0;6;96;3;5;1;10;0;0;0;0;1;0;0;0;0;0;1;3
"185";185;250033;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;96;1;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0
"186";186;257037;"NA_05";"NA_07";"IAC_09";"IAC_11";"IAC_13";"IAC_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;97;5;0;3;1;1;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;96;1;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0
"187";187;257038;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;96;3;0;1;5;0;0;0;0;0;0;0;0;0;0;5;0
"188";188;257039;"NA_05";"NA_07";"NA_09";"NA_11";"IAC_13";"NA_15";"NA_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;97;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"189";189;257040;"NA_05";"NA_07";"NA_09";"NA_11";"IAC_13";"IAC_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;5;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;3;0;1;8;0;0;0;0;0;0;0;0;0;0;5;0
"190";190;263040;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;96;5;0;1;20;5;5;5;0;0;0;0;0;0;0;5;0
"191";191;266036;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;96;5;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0
"192";192;277033;"IAC_05";"IAC_07";"IAC_09";"IAC_11";"NA_13";"NA_15";"NA_17";1;1;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;99;1;0;1;96;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;2;96;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"193";193;277037;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;5;3;4;0;0;0;0;0;0;0;0;0;0;1;0
"194";194;280032;"IAC_05";"IAC_07";"IAC_09";"IAC_11";"NA_13";"NA_15";"NA_17";1;97;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;3;1;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;96;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;5;0;6;1;0;0;0;3;0;0;0;0;0;0;0;8;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"195";195;280033;"NA_05";"NA_07";"IAC_09";"IAC_11";"IAC_13";"IAC_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;96;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;6;96;5;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;5;1;6;6;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;97;5;2;6;96;1;0;6;52;0;0;0;0;0;0;0;0;0;0;0;6;5;2;6;6;1;5;7;0;5;5;5;0;0;0;0;0;0;0;1;2
"196";196;284030;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;3;5;1;10;0;0;0;0;0;0;0;0;0;0;1;0
"197";197;284031;"NA_05";"NA_07";"NA_09";"NA_11";"IAC_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;96;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;3;5;1;2;0;0;0;0;0;0;0;0;0;0;1;0
"198";198;287185;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;0;1;0;5;5;5;0;0;0;0;0;0;0;5;0
"199";199;287192;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"FTL_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;96;5;5;3;0;0;0;0;0;0;0;0;0;0;0;1;0
"200";200;297048;"IAC_05";"IAC_07";"IAC_09";"IAC_11";"IAC_13";"NA_15";"NA_17";1;96;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;0;5;3;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;96;0;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;96;0;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"201";201;297049;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;0;1;3;0;0;0;0;0;0;0;0;0;0;5;0
"202";202;297050;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;0;1;7;0;0;0;0;0;0;0;0;0;0;5;0
"203";203;297052;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0
"204";204;297053;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;1;0;1;200;0;0;0;0;0;0;0;0;0;0;5;0
"205";205;297054;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;96;3;5;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"206";206;297055;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;5;0
"207";207;297057;"NA_05";"NA_07";"NA_09";"NA_11";"NA_13";"NA_15";"IAC_17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;5;1;0;0;0;0;0;0;0;0;0;0;0;1;0
